,sqft,url,price,locality,postalCode,Type,Year built,Heating,Cooling,Parking,Price/sqft,beds,baths,timeOnZillow,views,saves,zestimate,rentalZestimate,ele_rating,ele_dist,mid_rating,mid_dist,high_rating,high_dist,original_city
100,1050,https://www.zillow.com/homedetails/100-W-57th-St-APT-10G-New-York-NY-10019/72519036_zpid/,295000.0,New York,10019,Condo,1962,"Forced air, Gas",Central,0,281,1,2,82.0,52000,1427,125094,3394,10,0.3,2,2.1,9,2.3,new-york-ny
101,719,https://www.zillow.com/homedetails/415-Central-Park-W-New-York-NY-10025/119987678_zpid/,299500.0,New York,10025,Condo,1926,"Forced air, Gas",Central,0,0,1,1,9.0,9408,438,438708,4000,6,0.5,1,0.3,9,2.3,new-york-ny
102,20000,https://www.zillow.com/homedetails/12-E-69th-St-New-York-NY-10021/31533674_zpid/,79000000.0,New York,10021,Single Family,1910,"Forced air, Gas",Central,0,3950,6,8,779.0,56207,680,28960681,22000,10,0.5,2,1.6,9,2.8,new-york-ny
103,950,https://www.zillow.com/homedetails/100-W-57th-St-APT-17J-New-York-NY-10019/79497859_zpid/,299000.0,New York,10019,Condo,1962,"Forced air, Gas",Central,0,315,2,1,5.0,5101,272,479081,2400,10,0.3,2,2.1,9,2.3,new-york-ny
104,5150,https://www.zillow.com/homedetails/30-Tricia-Way-Staten-Island-NY-10307/32374809_zpid/,1775000.0,Staten Island,10307,Single Family,1991,"Baseboard, Gas",Central,0,345,5,4,17.0,13460,422,1660709,1650,7,0.5,10,0.7,4,3.0,new-york-ny
105,6400,https://www.zillow.com/homedetails/56-Leonard-St-PENTHOUSE-53-New-York-NY-10013/219637375_zpid/,27500000.0,New York,10013,Condo,2015,"Forced air, Gas",Central,0,4297,4,6,25.0,13128,428,15779389,35000,10,0.4,2,5.6,9,1.6,new-york-ny
106,1262,https://www.zillow.com/homedetails/2-E-55th-St-1035-New-York-NY-10022/2080347368_zpid/,290000.0,New York,10022,Condo,1903,"Forced air, Gas",Central,0,230,2,3,192.0,48442,766,15779389,35000,10,0.4,2,5.6,9,1.6,new-york-ny
107,6500,https://www.zillow.com/homedetails/4506-Delafield-Ave-Bronx-NY-10471/29852644_zpid/,2890000.0,Bronx,10471,Single Family,1990,"Forced air, Gas",Central,0,445,6,6,10.0,5101,284,2128549,2350,8,0.8,5,0.5,9,1.6,new-york-ny
108,1750,https://www.zillow.com/homedetails/66-Crosby-St-APT-2E-New-York-NY-10012/79493955_zpid/,3500000.0,New York,10012,Condo,1900,"Forced air, Gas",Central,0,2000,2,2,10.0,3973,368,1164358,3895,9,0.2,2,5.0,9,1.3,new-york-ny
109,70820,https://www.zillow.com/homedetails/1125-5th-Ave-New-York-NY-10128/31540851_zpid/,50000000.0,New York,10128,Condo,1925,"Forced air, Gas",Central,0,706,6,7,393.0,20738,449,2415715,8200,7,0.4,2,0.7,9,4.0,new-york-ny
110,2200,https://www.zillow.com/homedetails/1084-2nd-Ave-41F-New-York-NY-10022/244822635_zpid/,689000.0,New York,10022,Single Family,1968,"Forced air, Gas",Central,0,313,3,3,95.0,32452,698,1074152,3215,10,0.1,2,1.9,9,2.6,new-york-ny
111,8054,https://www.zillow.com/homedetails/432-Park-Ave-82-New-York-NY-10022/2078304565_zpid/,90000000.0,New York,10022,Condo,2015,"Forced air, Gas",Central,0,11175,6,8,54.0,80842,830,21627642,3215,10,0.1,2,1.9,9,2.6,new-york-ny
112,1234,https://www.zillow.com/homedetails/2666-Miles-Ave-P1-Bronx-NY-10465/29849704_zpid/,299000.0,Bronx,10465,Condo,1996,"Baseboard, Gas",Wall,0,242,2,2,445.0,14986,565,464071,2150,6,0.6,9,0.8,2,1.8,new-york-ny
113,7130,https://www.zillow.com/homedetails/111-W-57th-St-PENTHOUSE-72-New-York-NY-10019/2077908081_zpid/,66000000.0,New York,10019,Condo,2020,"Forced air, Gas",Central,0,9257,4,6,23.0,29977,761,11637128,2150,6,0.6,9,0.8,2,1.8,new-york-ny
114,3775,https://www.zillow.com/homedetails/104-32-212th-St-Queens-Village-NY-11429/2077859354_zpid/,624999.0,Queens Village,11429,Single Family,1920,"Forced air, Gas",Wall,0,166,3,3,19.0,8941,379,610571,2150,6,0.6,9,0.8,2,1.8,new-york-ny
115,1075,https://www.zillow.com/homedetails/420-E-51st-St-New-York-NY-10022/89668934_zpid/,495000.0,New York,10022,Condo,1962,"Forced air, Gas",Central,0,460,2,2,207.0,19755,544,881233,3605,10,0.3,2,2.2,9,2.4,new-york-ny
116,600,https://www.zillow.com/homedetails/100-W-57th-St-17-B-New-York-NY-10019/2145056270_zpid/,137000.0,New York,10019,Condo,1962,"Forced air, Gas",Central,0,228,1,1,367.0,25156,500,656692,2750,6,0.8,2,2.3,9,2.1,new-york-ny
117,9000,https://www.zillow.com/homedetails/21540-27th-Ave-Bayside-NY-11360/32058270_zpid/,4500000.0,Bayside,11360,Single Family,1960,Other,Central,0,500,6,9,241.0,15136,435,4106093,4200,10,0.6,8,1.4,5,0.7,new-york-ny
118,1360,https://www.zillow.com/homedetails/450-Richmond-Hill-Rd-Staten-Island-NY-10314/32316872_zpid/,445900.0,Staten Island,10314,Townhouse,1989,"Forced air, Gas",Central,0,328,2,2,2.0,1253,80,448638,2400,7,0.4,7,0.7,2,3.4,new-york-ny
119,13000,https://www.zillow.com/homedetails/12-E-63rd-St-New-York-NY-10065/2099424678_zpid/,67000000.0,New York,10065,Townhouse,1910,"Forced air, Gas",Central,0,5154,7,11,635.0,33785,727,16255706,170746,10,0.4,2,1.9,9,2.5,new-york-ny
121,900,https://www.zillow.com/homedetails/100-W-57th-St-APT-5R-New-York-NY-10019/2078079062_zpid/,204000.0,New York,10019,Condo,1962,"Forced air, Gas",Central,0,227,1,1,37.0,22691,641,753075,170746,10,0.4,2,1.9,9,2.5,new-york-ny
122,2000,https://www.zillow.com/homedetails/46-Circle-Loop-D-Staten-Island-NY-10304/217911961_zpid/,135000.0,Staten Island,10304,Townhouse,2000,"Forced air, Gas",Central,0,68,3,3,38.0,26064,667,753075,170746,10,0.4,2,1.9,9,2.5,new-york-ny
123,4024,https://www.zillow.com/homedetails/15-Central-Park-W-PENTHOUSE-41-New-York-NY-10023/2080536047_zpid/,48000000.0,New York,10023,Condo,2007,"Forced air, Gas",Central,0,11928,3,4,203.0,13772,426,6252749,170746,10,0.4,2,1.9,9,2.5,new-york-ny
124,450,https://www.zillow.com/homedetails/100-W-57th-St-APT-7Q-New-York-NY-10019/2078638354_zpid/,109999.0,New York,10019,Condo,1962,"Forced air, Gas",Central,0,244,Studio,1,19.0,8960,327,424527,170746,10,0.4,2,1.9,9,2.5,new-york-ny
125,14825,https://www.zillow.com/homedetails/8-E-62nd-St-New-York-NY-10065/31533267_zpid/,65000000.0,New York,10065,Townhouse,1910,"Forced air, Gas",Central,0,4384,6,8,23.0,21008,537,33742521,22000,10,0.5,2,1.9,9,2.4,new-york-ny
126,900,https://www.zillow.com/homedetails/100-W-57th-St-19N-New-York-NY-10019/72519071_zpid/,219000.0,New York,10019,Condo,1962,"Forced air, Gas",Central,0,243,1,1,100.0,7953,323,125320,3200,10,0.3,2,2.1,9,2.3,new-york-ny
127,2080,https://www.zillow.com/homedetails/60-Coddington-Ave-Staten-Island-NY-10306/32336641_zpid/,650000.0,Staten Island,10306,Single Family,1958,Gas,Central,0,313,5,4,2.0,1165,53,598000,1800,7,0.3,5,0.9,4,0.4,new-york-ny
128,900,https://www.zillow.com/homedetails/100-W-57th-St-11R-New-York-NY-10019/2078461494_zpid/,299000.0,New York,10019,Condo,1962,"Forced air, Gas",Central,0,332,1,1,65.0,7760,406,761711,1800,7,0.3,5,0.9,4,0.4,new-york-ny
129,1482,https://www.zillow.com/homedetails/1200-E-53rd-St-APT-5K-Brooklyn-NY-11234/2077914175_zpid/,300000.0,Brooklyn,11234,Condo,1966,"Forced air, Gas",Central,0,0,3,2,24.0,14232,309,220696,1800,7,0.3,5,0.9,4,0.4,new-york-ny
130,650,https://www.zillow.com/homedetails/15-W-108th-St-18-New-York-NY-10025/2077994276_zpid/,280000.0,New York,10025,Condo,1900,"Forced air, Gas",Central,0,431,1,1,31.0,6856,340,273636,1800,7,0.3,5,0.9,4,0.4,new-york-ny
131,1600,https://www.zillow.com/homedetails/20-E-Reading-Ave-Staten-Island-NY-10308/32353201_zpid/,489000.0,Staten Island,10308,Single Family,1976,"Forced air, Gas",Central,0,306,3,2,4.0,1603,92,462989,2500,8,0.3,9,2.5,4,3.3,new-york-ny
132,1482,https://www.zillow.com/homedetails/761-New-Jersey-Ave-Brooklyn-NY-11207/30646783_zpid/,599000.0,Brooklyn,11207,Single Family,1920,"Radiant, Oil",Central,0,404,4,3,3.0,1365,64,582546,2600,2,0.1,2,0.3,4,0.3,new-york-ny
133,2900,https://www.zillow.com/homedetails/301-E-61st-St-19A-New-York-NY-10065/300195837_zpid/,9500000.0,New York,10065,Condo,2017,"Forced air, Gas",Central,0,3276,4,4,36.0,6178,225,10346561,17750,10,0.1,2,1.7,9,2.7,new-york-ny
134,1038,https://www.zillow.com/homedetails/11860-227th-St-Jamaica-NY-11411/32196923_zpid/,250000.0,Jamaica,11411,Single Family,1950,"Forced air, Gas",Central,0,241,2,1,9.0,3956,116,246944,2600,6,0.5,5,1.2,3,0.8,new-york-ny
135,1425,https://www.zillow.com/homedetails/123-Wellbrook-Ave-Staten-Island-NY-10314/58577130_zpid/,619900.0,Staten Island,10314,Single Family,1999,"Forced air, Gas",Central,0,435,3,3,3.0,1042,55,568431,2300,8,0.5,7,1.9,4,0.4,new-york-ny
137,1800,https://www.zillow.com/homedetails/100-W-57th-St-APT-16C-New-York-NY-10019/2078210761_zpid/,519000.0,New York,10019,Condo,1962,"Forced air, Gas",Central,0,288,3,3,47.0,21073,550,2450867,2300,8,0.5,7,1.9,4,0.4,new-york-ny
138,1852,https://www.zillow.com/homedetails/4230-Boyd-Ave-Bronx-NY-10466/29836975_zpid/,499999.0,Bronx,10466,Single Family,1930,"Radiant, Gas",Wall,0,270,3,3,8.0,2561,161,492090,1850,5,0.3,4,0.9,4,0.4,new-york-ny
139,1712,https://www.zillow.com/homedetails/85-Saint-Stephens-Pl-Staten-Island-NY-10306/143710560_zpid/,742000.0,Staten Island,10306,Single Family,1935,Gas,Central,0,433,3,2,1.0,313,14,492090,1850,5,0.3,4,0.9,4,0.4,new-york-ny
140,1482,https://www.zillow.com/homedetails/761-New-Jersey-Ave-Brooklyn-NY-11207/30646783_zpid/,599000.0,Brooklyn,11207,Single Family,1920,"Radiant, Oil",Central,0,404,4,3,3.0,1365,64,582546,2600,2,0.1,2,0.3,4,0.3,new-york-ny
141,1482,https://www.zillow.com/homedetails/2381-Dickens-St-Far-Rockaway-NY-11691/2077670560_zpid/,200000.0,Far Rockaway,11691,Single Family,1950,"Forced air, Gas",Central,0,0,3,2,4.0,1230,43,582546,2600,2,0.1,2,0.3,4,0.3,new-york-ny
142,4511,https://www.zillow.com/homedetails/310-E-46th-St-PENTHOUSE-HJ-New-York-NY-10017/2077720533_zpid/,3500000.0,New York,10017,Apartment,1929,"Forced air, Gas",Central,0,776,6,5,8.0,3006,122,582546,2600,2,0.1,2,0.3,4,0.3,new-york-ny
143,1181,https://www.zillow.com/homedetails/320-E-42nd-St-APT-3204-New-York-NY-10017/2079445327_zpid/,395000.0,New York,10017,Condo,1929,"Forced air, Gas",Central,0,0,2,2,16.0,6808,184,1069723,2600,2,0.1,2,0.3,4,0.3,new-york-ny
144,1845,https://www.zillow.com/homedetails/401-E-35th-St-Brooklyn-NY-11203/30660906_zpid/,649000.0,Brooklyn,11203,Single Family,1930,"Forced air, Gas",Central,0,352,3,2,11.0,5945,243,654795,2300,4,0.2,5,0.9,4,0.3,new-york-ny
145,950,https://www.zillow.com/homedetails/175-Willow-Rd-E-Staten-Island-NY-10314/32302252_zpid/,549900.0,Staten Island,10314,Single Family,1965,"Forced air, Gas",Central,0,579,3,2,2.0,765,22,504243,2400,4,0.3,4,0.3,2,1.0,new-york-ny
146,1482,https://www.zillow.com/homedetails/163-45-Cross-Bay-Blvd-Howard-Beach-NY-11414/2080383358_zpid/,185000.0,Howard Beach,11414,Single Family,1984,"Forced air, Gas",Central,0,0,3,2,102.0,18249,406,176680,2400,4,0.3,4,0.3,2,1.0,new-york-ny
147,5042,https://www.zillow.com/homedetails/995-5th-Ave-New-York-NY-10028/219692413_zpid/,55000000.0,New York,10028,Apartment,1926,"Forced air, Gas",Central,0,10908,6,8,31.0,14225,371,8700816,7500,10,0.1,2,1.1,9,3.3,new-york-ny
148,1852,https://www.zillow.com/homedetails/4230-Boyd-Ave-Bronx-NY-10466/29836975_zpid/,499999.0,Bronx,10466,Single Family,1930,"Radiant, Gas",Wall,0,270,3,3,8.0,2561,161,492090,1850,5,0.3,4,0.9,4,0.4,new-york-ny
149,750,https://www.zillow.com/homedetails/2090-Madison-Ave-APT-3E-New-York-NY-10037/88887595_zpid/,325000.0,New York,10037,Condo,1920,"Forced air, Gas",Central,0,433,3,2,40.0,16197,379,702316,3000,1,0.2,3,1.2,1,0.2,new-york-ny
150,2900,https://www.zillow.com/homedetails/88-Radford-St-Staten-Island-NY-10314/32312785_zpid/,889000.0,Staten Island,10314,Single Family,1970,"Forced air, Gas",Central,0,307,7,5,2.0,832,28,862112,2100,5,0.3,7,0.2,2,3.0,new-york-ny
151,2000,https://www.zillow.com/homedetails/853-E-220th-St-Bronx-NY-10467/29827325_zpid/,299999.0,Bronx,10467,Single Family,1925,"Baseboard, Gas",Central,0,150,5,3,41.0,12447,184,510082,2000,3,0.5,2,0.2,4,0.4,new-york-ny
152,1360,https://www.zillow.com/homedetails/450-Richmond-Hill-Rd-Staten-Island-NY-10314/32316872_zpid/,445900.0,Staten Island,10314,Townhouse,1989,"Forced air, Gas",Central,0,328,2,2,2.0,1253,80,448638,2400,7,0.4,7,0.7,2,3.4,new-york-ny
153,750,https://www.zillow.com/homedetails/3840-Greystone-Ave-APT-5P-Bronx-NY-10463/215955486_zpid/,289000.0,Bronx,10463,Condo,1951,"Forced air, Gas",Central,0,385,2,1,2.0,615,49,284278,1759,8,1.0,5,0.6,2,3.4,new-york-ny
154,1960,https://www.zillow.com/homedetails/900-Edison-Ave-Bronx-NY-10465/29844659_zpid/,799000.0,Bronx,10465,Multiple Occupancy,1925,"Other, Gas",None,0,0,7,3,6.0,2219,77,869375,2200,8,0.3,9,0.4,2,1.1,new-york-ny
155,895,https://www.zillow.com/homedetails/97-S-8th-St-APT-22-Brooklyn-NY-11249/2084224760_zpid/,399000.0,Brooklyn,11249,Condo,1910,"Forced air, Gas",Central,0,0,2,1,72.0,9600,307,588175,2495,2,0.3,4,0.3,2,0.6,new-york-ny
156,6234,https://www.zillow.com/homedetails/157-W-57th-St-PENTHOUSE-87-New-York-NY-10019/122273268_zpid/,49800000.0,New York,10019,Condo,2013,"Forced air, Gas",Central,0,7988,4,5,325.0,10482,329,41057700,49500,6,0.7,2,2.4,9,2.0,new-york-ny
158,7218,https://www.zillow.com/homedetails/32-Boulevard-Whitestone-NY-11357/2077766048_zpid/,8988000.0,Whitestone,11357,Single Family,2009,"Forced air, Radiant, Gas",Central,0,1245,6,6,11.0,4001,107,8246038,49500,6,0.7,2,2.4,9,2.0,new-york-ny
159,650,https://www.zillow.com/homedetails/15-W-108th-St-18-New-York-NY-10025/2077994276_zpid/,280000.0,New York,10025,Condo,1900,"Forced air, Gas",Central,0,431,1,1,31.0,6856,340,273636,49500,6,0.7,2,2.4,9,2.0,new-york-ny
160,2560,https://www.zillow.com/homedetails/940-Cranford-Ave-Bronx-NY-10466/29840451_zpid/,300000.0,Bronx,10466,Multiple Occupancy,1960,"Forced air, Gas",Central,0,0,5,2,50.0,8884,234,297549,2100,6,0.8,4,1.2,4,1.2,new-york-ny
161,1425,https://www.zillow.com/homedetails/123-Wellbrook-Ave-Staten-Island-NY-10314/58577130_zpid/,619900.0,Staten Island,10314,Single Family,1999,"Forced air, Gas",Central,0,435,3,3,3.0,1043,55,568431,2300,8,0.5,7,1.9,4,0.4,new-york-ny
162,1944,https://www.zillow.com/homedetails/604-City-Island-Ave-Bronx-NY-10464/29850694_zpid/,400000.0,Bronx,10464,Single Family,1899,"Baseboard, Gas",Central,0,206,3,2,46.0,9966,238,395806,2300,5,0.8,3,2.9,4,0.4,new-york-ny
164,20000,https://www.zillow.com/homedetails/854-5th-Ave-New-York-NY-10065/2094507705_zpid/,50000000.0,New York,10065,Townhouse,1910,"Forced air, Gas",Central,0,2500,Studio,2,224.0,11503,201,6750830,8500,10,0.5,2,1.7,9,2.7,new-york-ny
166,1232,https://www.zillow.com/homedetails/1029-80th-St-1-Brooklyn-NY-11228/2077679683_zpid/,838000.0,Brooklyn,11228,Single Family,1925,Oil,Central,0,680,3,2,4.0,1221,37,707184,1400,7,0.4,10,0.4,4,3.0,new-york-ny
167,1181,https://www.zillow.com/homedetails/205-E-63rd-St-APT-15D-New-York-NY-10065/2078579913_zpid/,600000.0,New York,10065,Condo,1963,"Forced air, Gas",Central,0,0,2,2,73.0,12831,393,1212170,1400,7,0.4,10,0.4,4,3.0,new-york-ny
168,1224,https://www.zillow.com/homedetails/57-Neutral-Ave-Staten-Island-NY-10306/32336110_zpid/,289000.0,Staten Island,10306,Single Family,1940,Gas,Central,0,236,3,2,96.0,14407,261,274576,2300,7,1.0,5,1.0,4,0.7,new-york-ny
169,450,https://www.zillow.com/homedetails/157-W-123rd-St-APT-1A-New-York-NY-10027/2089448714_zpid/,180000.0,New York,10027,Condo,1910,"Forced air, Gas",Central,0,400,1,1,50.0,13228,396,175744,2075,3,0.2,3,0.5,4,0.7,new-york-ny
170,13500,https://www.zillow.com/homedetails/14-Peter-Ct-Staten-Island-NY-10304/32294692_zpid/,5500000.0,Staten Island,10304,Single Family,2000,Gas,Central,0,407,6,8,74.0,9604,248,4916273,3500,7,0.3,7,4.0,4,1.5,new-york-ny
171,1300,https://www.zillow.com/homedetails/106-Pearsall-St-Staten-Island-NY-10305/32328340_zpid/,489000.0,Staten Island,10305,Townhouse,1990,"Forced air, Gas",Central,0,376,3,2,2.0,697,28,449880,2550,3,0.5,2,2.1,3,3.6,new-york-ny
172,2142,https://www.zillow.com/homedetails/17314-108th-Ave-Jamaica-NY-11433/63751755_zpid/,579000.0,Jamaica,11433,Single Family,1940,"Baseboard, Gas",Central,0,270,4,3,61.0,5123,215,574127,2400,3,0.1,3,0.6,3,3.6,new-york-ny
174,719,https://www.zillow.com/homedetails/181-Thompson-St-APT-6-New-York-NY-10012/2133278199_zpid/,450000.0,New York,10012,Apartment,1903,"Forced air, Gas",Central,,0,1,1,5.0,2325,154,20583388,2400,3,0.1,3,0.6,3,3.6,new-york-ny
175,895,https://www.zillow.com/homedetails/112-24-Northern-Blvd-4G-Corona-NY-11368/2079221397_zpid/,140000.0,Corona,11368,Condo,1953,"Forced air, Gas",Central,0,0,2,1,3.0,773,32,152241,2400,3,0.1,3,0.6,3,3.6,new-york-ny
176,1256,https://www.zillow.com/homedetails/209-15-18th-Ave-APT-5F-Bayside-NY-11360/2080347277_zpid/,340000.0,Bayside,11360,Condo,1960,"Forced air, Gas",Central,0,0,3,1,8.0,2792,79,311794,2400,3,0.1,3,0.6,3,3.6,new-york-ny
177,1600,https://www.zillow.com/homedetails/20-E-Reading-Ave-Staten-Island-NY-10308/32353201_zpid/,489000.0,Staten Island,10308,Single Family,1976,"Forced air, Gas",Central,0,306,3,2,4.0,1603,92,462989,2500,8,0.3,9,2.5,4,3.3,new-york-ny
178,900,https://www.zillow.com/homedetails/100-W-57th-St-11R-New-York-NY-10019/2078461494_zpid/,299000.0,New York,10019,Condo,1962,"Forced air, Gas",Central,0,332,1,1,65.0,7760,406,761711,2500,8,0.3,9,2.5,4,3.3,new-york-ny
179,1312,https://www.zillow.com/homedetails/48-Seaver-Ave-Staten-Island-NY-10306/32328572_zpid/,560000.0,Staten Island,10306,Single Family,1960,"Forced air, Gas",Central,0,427,3,2,3.0,975,48,522208,2500,7,0.4,5,0.6,4,1.0,new-york-ny
180,2674,https://www.zillow.com/homedetails/286-Isabella-Ave-Staten-Island-NY-10306/32337915_zpid/,924999.0,Staten Island,10306,Single Family,2007,Gas,Central,0,346,4,4,3.0,924,33,850999,1800,10,0.3,7,1.9,4,1.0,new-york-ny
181,14750,https://www.zillow.com/homedetails/10-E-62nd-St-New-York-NY-10065/31533266_zpid/,49998000.0,New York,10065,Multiple Occupancy,1910,"Forced air, Gas",Central,0,0,10,17,204.0,8506,177,48602854,4333,10,0.5,2,1.9,9,2.4,new-york-ny
182,1118,https://www.zillow.com/homedetails/26907-Union-Tpke-Queens-NY-11040/32098862_zpid/,699999.0,Queens,11040,Single Family,1955,Forced air,Central,0,626,4,2,5.0,2054,95,671111,3000,10,0.5,9,0.8,2,2.4,new-york-ny
183,868,https://www.zillow.com/homedetails/88-Brooklyn-Ave-APT-C3-Brooklyn-NY-11216/87795653_zpid/,325000.0,Brooklyn,11216,Condo,1905,"Forced air, Gas",Central,0,374,2,1,4.0,941,65,314145,2200,8,0.5,4,0.3,2,2.4,new-york-ny
184,1672,https://www.zillow.com/homedetails/11319-197th-St-Jamaica-NY-11412/32157671_zpid/,330000.0,Jamaica,11412,Single Family,1930,"Forced air, Gas",Central,0,197,4,2,264.0,4582,140,328003,2400,4,0.3,3,0.5,3,0.5,new-york-ny
185,9607,https://www.zillow.com/homedetails/165-Charles-St-New-York-NY-10014/97544629_zpid/,53000000.0,New York,10014,Condo,2004,"Forced air, Gas",Central,0,5517,6,9,207.0,8595,138,3017892,13500,7,0.2,2,5.0,9,0.7,new-york-ny
186,5700,https://www.zillow.com/homedetails/159-W-12th-St-New-York-NY-10011/31499918_zpid/,22500000.0,New York,10011,Townhouse,1841,"Forced air, Gas",Central,0,3947,5,6,3.0,951,48,11522411,15500,10,0.1,2,4.4,9,0.4,new-york-ny
187,1482,https://www.zillow.com/homedetails/111-20-75th-Ave-Forest-Hills-NY-11375/2077648390_zpid/,1300000.0,Forest Hills,11375,Single Family,1935,"Forced air, Gas",Central,0,0,3,2,2.0,538,14,11522411,15500,10,0.1,2,4.4,9,0.4,new-york-ny
188,6240,https://www.zillow.com/homedetails/157-W-57th-St-PENTHOUSE-86-New-York-NY-10019/122272198_zpid/,45000000.0,New York,10019,Condo,2013,"Forced air, Gas",Central,0,7212,4,6,80.0,6002,270,43373245,49500,6,0.7,2,2.4,9,2.0,new-york-ny
189,30000,https://www.zillow.com/homedetails/332-W-11th-St-New-York-NY-10014/2086547435_zpid/,45000000.0,New York,10014,Townhouse,1905,"Forced air, Gas",Central,0,1500,6,7,339.0,7195,72,42959678,39111,10,0.5,2,4.9,9,0.6,new-york-ny
190,1800,https://www.zillow.com/homedetails/61-Wilcox-St-Staten-Island-NY-10303/32307420_zpid/,599000.0,Staten Island,10303,Single Family,1998,"Forced air, Gas",Central,0,333,3,3,1.0,210,1,543349,2500,4,0.1,4,0.4,2,0.9,new-york-ny
191,600,https://www.zillow.com/homedetails/65-N-8th-St-APT-12-Brooklyn-NY-11249/2107843491_zpid/,388900.0,Brooklyn,11249,Condo,1910,"Forced air, Gas",Central,0,648,2,1,28.0,9830,120,384578,2499,4,0.4,2,0.4,2,0.9,new-york-ny
192,750,https://www.zillow.com/homedetails/803-E-182nd-St-FLOOR-4E-5-Bronx-NY-10460/2078165196_zpid/,64900.0,Bronx,10460,Condo,1931,"Forced air, Gas",Central,0,87,1,1,44.0,6820,241,62658,2499,4,0.4,2,0.4,2,0.9,new-york-ny
193,1181,https://www.zillow.com/homedetails/150-Sullivan-St-3-4-New-York-NY-10012/219641618_zpid/,949000.0,New York,10012,Condo,1900,"Forced air, Gas",Central,0,0,2,2,25.0,5352,249,898461,3000,7,0.4,2,4.9,9,0.9,new-york-ny
194,700,https://www.zillow.com/homedetails/61B-Edgewater-Park-Bronx-NY-10465/2125791007_zpid/,71000.0,Bronx,10465,Condo,1925,"Other, Electric",Central,0,101,2,1,98.0,6119,97,69466,3000,7,0.4,2,4.9,9,0.9,new-york-ny
195,10171,https://www.zillow.com/homedetails/35-Hudson-Yards-PH90-New-York-NY-10001/2081660155_zpid/,59000000.0,New York,10001,Condo,2019,"Forced air, Gas",Central,0,5801,5,7,286.0,8720,195,6545103,8000,7,0.4,2,3.9,9,0.8,new-york-ny
196,1800,https://www.zillow.com/homedetails/1548-83rd-St-Brooklyn-NY-11228/30710208_zpid/,995000.0,Brooklyn,11228,Multiple Occupancy,1945,"Forced air, Gas",Central,0,0,4,2,5.0,1395,71,961271,2400,9,0.1,10,0.6,4,0.2,new-york-ny
197,1440,https://www.zillow.com/homedetails/1828-61st-St-Brooklyn-NY-11204/30680652_zpid/,850000.0,Brooklyn,11204,Multiple Occupancy,1930,"Forced air, Gas",Central,0,0,4,3,340.0,6007,192,827308,2500,7,0.0,8,0.5,3,0.3,new-york-ny
198,1208,https://www.zillow.com/homedetails/4228-Gunther-Ave-Bronx-NY-10466/29837209_zpid/,399000.0,Bronx,10466,Single Family,1920,"Forced air, Gas",Central,0,330,3,3,11.0,2778,162,392797,2100,5,0.2,4,0.9,4,0.5,new-york-ny
199,2093,https://www.zillow.com/homedetails/53-Bolivar-St-Staten-Island-NY-10314/32288914_zpid/,645000.0,Staten Island,10314,Single Family,1962,"Forced air, Gas",Central,0,308,5,3,15.0,6573,240,614498,2300,7,0.7,6,1.6,4,0.5,new-york-ny
200,12657,https://www.zillow.com/homedetails/610-Los-Trancos-Rd-Palo-Alto-CA-94304/64706362_zpid/,53888000.0,Palo Alto,94304,Single Family,2008,Forced air,Central,0,4258,5,11,46.0,13615,280,9788254,35451,8,3.9,8,5.0,9,4.6,palo-alto-ca
201,1360,https://www.zillow.com/homedetails/3739-Carlitos-Ct-Palo-Alto-CA-94306/19505568_zpid/,2195000.0,Palo Alto,94306,Single Family,1956,"Forced air, Gas",Central,0,1614,3,2,2.0,969,43,2290707,5802,7,0.1,8,0.9,9,0.7,palo-alto-ca
202,885,https://www.zillow.com/homedetails/4250-El-Camino-Real-A302-Palo-Palo-Alto-CA-94306/19524209_zpid/,948000.0,Palo Alto,94306,Condo,1983,"Radiant, Electric",None,0,1071,2,1,1.0,179,3,871166,3400,7,0.5,8,0.4,9,0.8,palo-alto-ca
203,1300,https://www.zillow.com/homedetails/1142-Stanislaus-Ln-Palo-Alto-CA-94303/94695656_zpid/,1699000.0,Palo Alto,94303,Townhouse,2008,"Forced air, Gas",Central,0,1307,3,3,2.0,247,11,1748756,5889,9,0.5,9,1.0,9,2.5,palo-alto-ca
